cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
empreendimentos,,,"Restaurantes, Bares e Cafés","Espaço rustico com fogão à lenha. Oferece café colonial, gastronomia rural com comidas típicas italiana e polonesa. Possui amplo estacionamento, espaço kids e uma vista em meio a natureza.",R. Júlio César Setenareski 3107,Consultar,,false,,"R. Júlio César Setenareski 3107, CEP 83085-290",4199462566,@caminhosdobosquesjp,www.caminhosdobosque.com.br/,,"Estacionamento, Área Kids",,,,,,,,,,Caminhos do Bosque
empreendimentos,Caminho do Vinho,,Bares e Cafés,"1° café colonial do Caminho do Vinho, oferece experiência da autêntica gastronomia germânica em local de beleza cênica. A proprietária Elfrida Dunkel se reinventou aos 57 anos e alugou uma antiga chácara em 2006, para começar seu negócio. O café foi aberto no dia de Nossa Senhora do Carmo e com fé, trabalho e talento, oferece ao turista além do café colonial, um café tipicamente alemão na 1a semana de cada mês, com produtos como as típicas tortas de ruibarbo, queijo e cebola.","R. Júlio César Setenareski, 355",Consultar,,false,"Beleza cênica, local silencioso, café colonial tipicamente germânico, decoração da casa e paisagismo local.","R. Júlio César Setenareski, 355, CEP 83085-290",41996043026,@casa.bela_oficial,,,"Wi-Fi, Área Kids, Pet Friendly, Estacionamento",,,,,,,,,,Casa Bela Café
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Espaço gastronômico que reúne pratos da culinária local, feitos com receitas que incluem receitas da época das avós. Surgiu em 2001 surgiu aproveitando uma casa já existente que foi transformada em um ambiente aconchegante que oferece doces, salgados, geleias, sobremesas, pães, bolachas, e diversos outros produtos.","R. João Berger, 6129",Consultar,,false,,"R. João Berger, 6129, CEP: 83085-490",419975033264136351237,@colonialcasaraocafe,www.casaraocafecolonial.com.br,,"Estacionamento, Acessibilidade",,,,,"R. João Berger, 6129",,,,,Casarão Café Colonial
empreendimentos,,,Bares e Cafés,"Local simples que possibilita uma parada estratégica para quem está na estrada e precisa fazer uma pausa para descansar e fazer lanches rápidos, tomar um café, uma cerveja e/ou um bom sorvete. Possui uma pequena mercearia com itens de primeira necessidade. A proprietário nem sempre está direto no local. Às vezes, é necessário chegar e aguardar.","Estrada Velha do Guaricana, 67",Consultar,,false,,"Estrada Velha do Guaricana, 67",41995247201,@jeferson_jessica_santos,,Ter-Dom: 10h-21h | Seg: Fechado,"Banheiros, Estacionamento",,,,,,,,,,Catarina Bebidas e Lanches
empreendimentos,,,"Restaurantes, Bares e Cafés","A Cia do Espeto é um restaurante sertanejo e tem como proposta oferecer espetinhos variados, porções, chopp gelado e música ao vivo.","BR 376, Rod. Br 376",Consultar,,false,,"BR 376, Rod. Br 376, CEP 84064-290",41999583591,@ciadoespetosjp,,,"Estacionamento, Acessibilidade",,,,,,,,,,Cia do Espeto
empreendimentos,,,"Restaurantes, Bares e Cafés","Um local aconchegante que serve esfihas gigantes feitas com massa fresca e fofa a partir de uma receita da família dos proprietários, ricamente recheada com ingredientes de alta qualidade. As esfihas têm 15 cm de diâmetro e possuem opções salgadas e doces. Destaque para creme de camarão, queijo catupiry, azeitona preta e manjericão e esfiha doce de creme de leite ninho e morango.",Rua Tenente Djalma Dutra 1658,Consultar,,false,,"Rua Tenente Djalma Dutra 1658, CEP 83005-360",41996185138,@deliciasdavovo_sjp,linktr.ee/deliciasdavovo_sj; www.deliciasdavovoesfiharia.com.br,,Acessibilidade,,,,,,,,,,Delicias da Vovó Esfihas
empreendimentos,,,"Restaurantes, Bares e Cafés","Antigo ""Rolts"", funciona como lanchonete e restaurante, servindo lanches, porções durante o dia. À partir das 19:00h oferece também comidas típicas regionais, tais como ""Noite da Galinha Caipira"", "" Noite da Dobradinha"", quirera com suan, 'Noite de Caldos. O restaurante participa do Festival da Tilápia e pertence a mesma família do Pesque e Pague do Didi.","R. Gen. Catão Mena Barreto Monclaro, 140",Consultar,,false,,"R. Gen. Catão Mena Barreto Monclaro, 140, CEP: 83005-510",4131463434,@restaurantedodidicentro,https://www.cardapiodigital.io/restauranteelanchonetedodidi/,,Acessibilidade,,,,,,,,,,Do Didi Lanchonete
empreendimentos,Rota das Colônias,,"Restaurantes, Bares e Cafés","O restaurante é conhecido por sua variedade de pratos caseiros, como carneiro, porco no rolete e a costela fogo de chão, servidos no buffet. As sobremesas caseiras, como sagu, arroz doce e canjica, estão inclusas no valor cobrado por pessoa. Possui um espaço destinado a eventos com capacidade de até 300 pessoas. Possui anexo uma sorveteria em forma de cogumelo. Restaurante colonial com área de lazer.","R. Júlio César Setenareski, 3525",,,false,,"R. Júlio César Setenareski, 3525, CEP 83085-290",41997099877,@dulcerestaurante,https://www.caminhodovinho.tur.br/restaurante-dulce/,,"Restaurante, Acessibilidade, Estacionamento",,,,,,,,,,Dulce Restaurante
empreendimentos,,,Bares e Cafés,"O bar foi fundado em 1987 por Élcio Negoseke. Possui dois carros-chefes: o bolinho, receita original da esposa Marina que foi aperfeiçoada para a venda pelo marido. Ponto de parada obrigatória para quem quer degustar um bom bolinho de carne. Muito apreciado por ciclistas e curitibanos, que se deslocam mesmo durante a semana para apreciar os bolinhos. Premiado como Boteco Bom Gourmet 2022. Vende de 500 a 700 bolinhos/Dia. Atende a mais de 150 ciclistas/semana.","R. José Francisco Negoseki, 1025",Consultar,,false,,"R. José Francisco Negoseki, 1025, CEP: 83020-838",419922419944132822526,@bardoelciodobolinho,,,"Wi-Fi, Banheiros, Área Kids, Churrasqueira, Pet Friendly, Área para camping",,,,,"R. José Francisco Negoseki, 1025",,,,,Elcio do Bolinho
empreendimentos,,,Bares e Cafés,"O conceito da empresa é proporcionar ao cliente a experiência de um delicioso café colonial dentro de uma estufa florida, acompanhado por orquídeas, suculentas e pés de morangos. Oferece lindas tortas decoradas com flores e frutos. Durante a temporada de morango, os clientes podem saborear o café e colher suculentos morangos. Possui uma programação diversificada para família, incluindo passeio de charrete, uma fonte de desejos e um espaço para atividades ao ar livre.","Rua Carlos Kusma Faxina,",,,false,,"Rua Carlos Kusma Faxina, 83023-400",41995378027,@floranacafecomflores,https://linktr.ee/floranacafecomflores,,"Pet Friendly, Estacionamento",,,,,,,,,,Florana café & Flores
empreendimentos,,,Bares e Cafés,"Local aconchegante e confortável, indicado para reuniões de negócios, trabalho ou para fazer uma pausa no centro da cidade. Oferece opções de café de qualidade, chocolate quente, bebidas geladas doces e salgados, incluindo alguns sanduíches quentes. Possui opção sem lactose. O cliente pode pedir pequenas modificações no cardápio. Está próximo da Catedral de São José ao lado de serviço de lava-carros e farmácia.","Rua Visconde de Rio Branco, 1800",Consultar,,false,,"Rua Visconde de Rio Branco, 1800, CEP 83005-420",41998211042,@gardenscoffeesjp,,,Wi-Fi,,,,,,,,,,Gardens Coffee
empreendimentos,,,Bares e Cafés,"O Joseph Café é uma cafeteria estrategicamente localizada no piso L1 do Shopping São José. O ambiente acolhedor e tranquilo serve uma variedade de cafés, tortas salgadas e doces, além de pães recheados como o tradicional pão de batata com requeijão. Oferece também opção de brunch e bebidas geladas preparadas com café. Localizado perto do Museu Atilio Rocco. Destaque: Café com bolo sírio e bolo red velvet.","Piso Li do Shopping São José , na Rua Dona Izabel A Redentora, 1434 Q-103",Consultar,,false,,"Piso Li do Shopping São José , na Rua Dona Izabel A Redentora, 1434 Q-103, CEP: 83005-010",41999999826,@josephcafe,bit.ly/josephcardapio,,"Estacionamento, Acessibilidade",,,,,,,,,,Joseph
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Localizado no Caminho do Vinho, o espaço se destaca pela decoração rústica e pela vista para um lago sereno, sendo ideal para quem busca tranquilidade e contato com a natureza. O nome do estabelecimento homenageia uma das famílias tradicionais da região, cujos descendentes, atuais proprietários, mantêm viva a herança da produção artesanal de vinhos, sucos e geleias — produtos que também integram o café colonial servido no local. Entre os destaques do cardápio estão o porco no tacho, o caldo de mandioquinha com carne seca, empadão, bolo de morango com suspiro, bolo de especiarias e quindim.","R. Júlio César Setenareski, 3883",,,false,,"R. Júlio César Setenareski, 3883, 83290-085",41998345417,,https://www.caminhodovinho.tur.br/juliatto-cafe-colonial/,,"Estacionamento, Acessibilidade, Área Kids",,,,,,,,,,Juliatto Café Colonial
empreendimentos,,,"Restaurantes, Bares e Cafés","O horário estendido permite que clientes aproveitem o jantar com tranquilidade, seja para um encontro informal, uma saída em família ou uma refeição rápida após um dia de trabalho. É recomendável acompanhar as redes sociais para atualizações sobre promoções, novos sabores e possíveis alterações de expediente em datas comemorativas.","R. Alm. Alexandrino, 1087",,,false,,"R. Alm. Alexandrino, 1087, CEP 83040-420",4133832764,@juliattocafecolonial,https://pedidos.labrasaburger.com.br/unidade/sao-jose-dos-pinhais/,,"Estacionamento, Acessibilidade",,,,,,,,,,La Brasa Burguer SJP
empreendimentos,,,Bares e Cafés,"Criada na garagem do antigo e belo casarão que hoje abriga o Empresarial Jankosz. O local é de beleza arquitetônica, possui mesas em um espaço coberto e charmoso e também uma lojinha para aquisição de grãos e equipamentos para preparar o café em casa. Local charmoso e aconchegante, cafés selecionados, destaque para o Moccha Belga, receita desenvolvida pela casa.","Empresarial Jankosz R. Visc. do Rio Branco, 1604",Consultar,,false,,"Empresarial Jankosz R. Visc. do Rio Branco, 1604, CEP 83005-420",41998174396,@lindacafeteria,,,"Acessibilidade, Lojinha",,,,,,,,,,Linda Café
empreendimentos,Caminho do Vinho,,Bares e Cafés,"Local tranquilo para começar o dia ou fazer uma pausa durante a viagem no caminho das colônias. A padaria é artesanal e os doces são lindos e difíceis de escolher. Tem cafeteria anexa e ótimas opções para levar para presentear amigos e familiares. Você pode escolher doces e salgados na padaria e complementar com opções de cafés especiais, drinks e brunch na área da cafeteria. A cafeteria possui mesas para pequenos grupos e tem uma bela decoração com destaque para o tabuleiro de xadrez vertical.","R. Carlos Drumond de Andrade, 348 2 endereços",,,false,,"R. Carlos Drumond de Andrade, 348 2 endereços, CEP 83015-440",41991879137,@padarialusi,,,"Wi-Fi, Acessibilidade, Aceita Cartão",,,,,,,,,,Lusi Padaria & Confeitaria Costeira
empreendimentos,,,"Restaurantes, Bares e Cafés","O Madero é uma rede de restaurantes fundada pelo chef Júnior Durski, conhecido por seu hambúrguer artesanal. A marca foi criada em 2005, em Curitiba, com o primeiro Steak House localizado no Largo da Ordem, e expandiu-se para São José dos Pinhais em 2008, com uma unidade no Shopping São José. O restaurante também se destaca pela beleza de sua arquitetura e pelas cores diferenciadas, proporcionando uma experiência estética sofisticada. As receitas mais famosas do chef Júnior Durski são o Cheeseburger, o L’Entrecôte e o Petit Gâteau de doce de leite.",Av. Rocha Pombo Área Institucional Aeroportuária,Consultar,,false,,,4130121794,@maderobrasil,www.restaurantemadero.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Madero Steak House Afonso Pena
empreendimentos,,,Bares e Cafés,"O Marina 2 é um complexo onde funciona a lanchonete Marina 2 e 9 campos de futebol que atendem aos times e grupos de amigos da região e mesmo de outras cidades. São realizados diversos eventos ligados ao mundo do futebol ao longo do ano. O nome da lanchonete foi dado em homenagem à esposa do Élcio Negoseke, criadora do famoso bolinho de carne da região. O bolinho de Marina foi posteriormente aperfeiçoado para comercialização pelo marido, fazendo nascer a fama do ""Elcio do Bolinho"".","Está dentro do complexo de futebol do Elcio do Bolinho R. José Francisco Negoseki, 1025",Consultar,,false,,"Está dentro do complexo de futebol do Elcio do Bolinho R. José Francisco Negoseki, 1025, CEP 83020-838",41992241994,@bardoelciodobolinho,,,"Wi-Fi, Banheiros, Churrasqueira, Área Kids, Estacionamento, Área para camping",,,,,,,,,,Marina 2 Bar e Futebol
empreendimentos,,,Bares e Cafés,"Com uma atmosfera descontraída e funcionários tão amigáveis quanto suas cervejas e drinks gelados, o Mr. Hoppy é uma rede especializada em chopes especiais, drinks, porções e hambúrgueres artesanais. Os atendentes são corteses, a decoração é convidativa e interessante, tornando o local muito agradável. Uma boa opção para reunir-se com a família e amigos, experimentar opções como chop de vinho e os hambúrgueres artesanais em uma atmosfera acolhedora.","R. Veríssimo Marques, 1442",Consultar,,false,,"R. Veríssimo Marques, 1442, CEP 83005-410",41998868529,@mrhoppysjp,mrhoppy.com.br,,"Wi-Fi, Acessibilidade",,,,,,,,,,Mr Hoppy beer & burguer
empreendimentos,Caminho do Vinho,,Bares e Cafés,"Inserido no tradicional Caminho do Vinho, o Nostra Italia é um espaço que combina o charme de uma cafeteria italiana e o aconchego de uma osteria (pequeno restaurante com atmosfera familiar). A proposta do local é proporcionar aos clientes uma pequena experiência da Itália no Caminho do Vinho. Bebidas autorais com cafés especiais de alta pontuação; pães especiais. Arquitetura típica, beleza estética.","R. Júlio César Setenareski, 2900",Consultar,,false,,"R. Júlio César Setenareski, 2900, CEP 83085-290",41991139651,@nostraitaliacafe,,,Estacionamento,,,,,,,,,,Nostra Italia Cafeteria & Osteria
empreendimentos,,,Bares e Cafés,"Hamburgueria e bar de esportes. Além dos hamburgueres artesanais de nomes criativos relacionados ao esporte e chopp gelado, a batata da casa também faz muito sucesso entre os frequentadores. O local é elogiado pelo sabor dos hamburgueres como também pela boa música, pelo ambiente familiar, aconchegante e bem cuidado. Pedidos podem vir acompanhados de maionese da casa, de pimenta, maionese de wasabi ou molho barbecue. Hamburgueres artesanais e sanduiches autorais batizados com nomes relacionados ao esporte.","R. Mendes Leitão, 3197",Consultar,,false,,"R. Mendes Leitão, 3197, CEP: 83005-150",41991110068,@overtime.burgers,www.overtimeburgers.com.br,,Wi-Fi,,,,,,,,,,Overtime Sport Burguer
empreendimentos,,,Bares e Cafés,Opção de padaria e confeitaria na região do bairro Cruzeiro. Oferece variedade de doces e salgados e também oferece almoço e marmitex. Possui estrutura para receber pequenos grupos (15 – 20 pessoas).,"Alameda Arpo, 1243",Consultar,,false,,"Alameda Arpo, 1243, CEP 83010-290",41997873961,@panisena,https://panisena.menudino.com,,"Estacionamento, Acessibilidade, Banheiros",,,,,,,,,,Pani Sena
empreendimentos,,,Bares e Cafés,"Oferece uma variedade de pães, bolos, lanches rápidos e doces, muitos deles de fabricação própria. O ambiente é simples e acolhedor, com opções de café da manhã, lanches rápidos e encomendas para eventos, como festas e confraternizações. É um ponto de alimentação estratégico durante o dia, na região. Principalmente para quem passa pela manhã.","R. Antonio Singer, 4842",,,false,,"R. Antonio Singer, 4842, Campo Largo da Roseira, CEP 83091-002",41991338734,,,,Estacionamento,,,,,,,,,,Panificadora Costa
empreendimentos,,,Bares e Cafés,"A Manumania é uma panificadora que, além de diferentes opções de lanches e produtos de café da manhã, oferece almoço durante a semana, café colonial e feijoada aos sábados. O torresmo também é preparado segundo receita própria. Organiza festival de esfihas, possui uma grande variedade de receitas próprias, doces e salgados bem acabados. Café colonial e feijoada aos sábados; temporada de caldos no inverno",R. Cap. Tobias Pereira da Cruz,Consultar,,false,,"R. Cap. Tobias Pereira da Cruz, CEP 83005-050",41999674151,@manu_manias,,,"Estacionamento, Acessibilidade",,,,,,,,,,Panificadora Manumania
empreendimentos,Destinos do Campo,,"Restaurantes, Bares e Cafés","Produtos coloniais, padaria, confeitaria e lanchonete diversificada, oferece variedade de produtos para quem está indo ou chegando de viagem e precisa de abastecer a despensa. Encontra-se de tudo um pouco. Parada estratégica para ciclistas e viajantes recuperarem as energias. Boas opções de pães de fabricação própria, bebidas quentes, além de ovos caipiras, favos de mel e geléias de produção local. Possui mesas externas e internas. Destaque: Sanduíche Colonial no Pão Caseiro, produtos orgânicos.","BR-376, s/n Contenda",,,false,,"BR-376, s/n Contenda, CEP 83183-000",41999065568,@padaria.nogueira,panificadoranogueira376.com.br,,"Banheiros, Estacionamento",,,,,,,,,,Panificadora Nogueira BR 376
empreendimentos,,,Bares e Cafés,"A padaria oferece uma diversidade de doces e salgados muito bem preparados, além de bolos, panetones e biscoitos de fabricação própria. Um local que atende muito bem pessoas que buscam desde um café rápido até um brunch, com mesas para trabalhar ou fazer uma pequena reunião enquanto apreciam o café. O espaço possui poucas mesas. Broa úmida de fubá, pães artesanais, biscoitos natalinos.","R. Mendes Leitão, 3806",Consultar,,false,,"R. Mendes Leitão, 3806, CEP 83005-150",4136341131,@nogueirapanificadora,,,Wi-Fi,,,,,,,,,,Panificadora Nogueira Centro
empreendimentos,Rota das Colônias,,Bares e Cafés,"Ambiente simples e objetivo; oferecer boas opções para quem quer somente um pão com manteiga ou prefere um café ou lanche reforçado. No cardápio, além do pão francês, estão: mini pão de frios, esfiha aberta, mini pizza, língua de sogra, cuca recheadas, torteletes de creme com morangos ou uvas, sonhos e muitas opções de bolos para quem quer comemorar aniversário de forma descontraída. É uma parada estratégica para quem está de passagem pelas proximidades e já se transformou em parada obrigatória para ciclistas.","R. Dr. Murici, 1105",Consultar,,false,,"R. Dr. Murici, 1105, CEP 83015-290",4199284132,@pao_da_colonia,,,Estacionamento,,,,,,,,,,Pão da Colônia Panificadora
empreendimentos,,,Bares e Cafés,"É a pastelaria mais tradicional da cidade. Oferece a mesma qualidade e sabor há anos, o que traz um gosto de infância aos moradores! Com uma variedade de pastéis, lanches e porções feitos na hora, é uma opção para um lanche rápido no centro da cidade. Sem frescura gourmet, a fachada simples esconde a praticidade, qualidade e preço justo. Local apreciado por ciclistas. Turistas estrangeiros gostam de comprar o molho que é servido junto com o pastel. Possui opções de pastéis doces.","Av. Rui Barbosa, 9176",Consultar,,false,,"Av. Rui Barbosa, 9176, Centro, 82530-060",4130351577,@PastelariaTioPedro,,,"Acessibilidade, Área Kids",,,,,,,,,,Pastelaria Tio Pedro
empreendimentos,,,Bares e Cafés,"Criado com a missão de promover uma fusão cultural característica da cultura brasileira, o local oferece uma fusão cultural de arte urbana, boa música com a gastronomia. A atmosfera única promove desde o Hip Hop e Rap até o eletrônico, com performances ao vivo de quinta a domingo. A experiência gastronômica inclui receitas autorais de hamburgueres, drinks e cerveja. Comida e música alternativa até a madrugada","Rua Tv. José Zillioto, 105",Consultar,,false,,"Rua Tv. José Zillioto, 105, CEP 83005-080",41999068102,@phunksoundroom,,,Wi-Fi,,,,,,,,,,Phunk Sound Room
empreendimentos,,,Bares e Cafés,"Rede brasileira que oferece opções gastronômicas preparadas com carne de porco de alta qualidade, oferece receitas tradicionais e inovadoras. Podem ser consumidas à mesa, no balcão ou em pé. Referência em Carne de porco de alta qualidade","R. Sete de Setembro, 328 Centro",Consultar,,false,,"R. Sete de Setembro, 328 Centro, CEP: 83005-100",419964557694134036378,@porks_sjp,,,"Pet Friendly, Wi-Fi, Estacionamento",,,,,,,,,,Porky's
empreendimentos,,,"Restaurantes, Bares e Cafés","A hamburgueria tem como proposta o atendimento rápido em ambiente casual. Os hamburgueres são feitos com carne fresca, o que dá mais sabor ao produto final. Possuem cardápio online e costumam fazer edições limitadas de alguns tipos de hamburgueres e doces. Edições limitadas de hamburgueres e doces que não estão no cardápio.","R. Nilto Jacob, 81",,,false,,"R. Nilto Jacob, 81, Parque da Fonte, 83050-670",41995768190,@rizzardbr,ww.rizzardsjp.menudino.com,,"Wi-Fi, Estacionamento, Acessibilidade",,,,,,,,,,Rizzard hamburgueria
empreendimentos,,,Bares e Cafés,"O Bar do Seu Luis oferece comida de boteco, com aperitivos e drinks muito bem preparados. Considerado o melhor bar de São José dos Pinhais em 2023. O ambiente é familiar, animado e muito concorrido. Atende por ordem de chegada. É recomendável fazer a reserva para evitar tempo longo de espera. Atende grupos. Música ao vivo (sertanejo, pagode, samba). Cozinha chefiada pela cheff Julia Marianna Rodrigues Block. Referência em Comida de Boteco.","Tv. José Ziliotto, 223 Centro, São",Consultar,,false,,"Tv. José Ziliotto, 223 Centro, São, CEP 83005-080",4135345747,@barseuluis,,,"Wi-Fi, Área Kids",,,,,,,,,,Seu Luiz Bar & Petiscaria
empreendimentos,,,Bares e Cafés,"O Tere Nogueira oferece uma seleção de pães, bolachas, bolos e café, todos artesanais e preparados com criatividade e paixão pela gastronomia. Destaca-se pela variedade de opções de lanches, produtos sempre frescos e um ambiente acolhedor e diferenciado. Local aconchegante e climatizado, pães artesanais, lanche para crianças, mesas em espaço coberto e mesas em espaço aberto. Transforma pratos simples em sofisticados, sem cobrar preços astronômicos. Você pode experimentar a criatividade da casa em um pão na chapa, um pão com ovo ou um delicioso bolo de strogonoff de nozes com damasco. Serve almoço de segunda a sábado.","Av. Rui Barbosa, 8371",,,false,,"Av. Rui Barbosa, 8371, CEP: 83040-550",4130586552,@terenogueirapadaria,,,"Wi-Fi, Acessibilidade, Estacionamento",,,,,,,,,,Tere Nogueira Bolacharia e padaria
empreendimentos,,,Bares e Cafés,"Nesse charmoso ateliê de bolachas austríacas mãe e filha se uniram para criar bolachas artesanais cuidadosamente preparadas. As receitas de família são cuidadosamente preparadas e proporcionam uma experiência única. Os clientes podem desfrutar de um café completo e artesanal em um jardim lindamente decorado. A decoração inspirada na Áustria transporta os visitantes para um cenário de contos de fada, tornando cada visita uma experiência encantadora. As bolachas surpreendem pelo sabor, textura e aroma. A decoração do Jardim e de todo o local transporta a pessoa para a Europa e com elementos da natureza.","R. Ivaí, 216",Consultar,,false,,"R. Ivaí, 216, CEP 83020-080",41999036008,@titollabolachas,www.titollabolachas.com.br,,Wi-Fi,,,,,,,,,,Titolla Café Ateliê de Bolacha
empreendimentos,,,"Restaurantes, Bares e Cafés","A hamburgueria se caracteriza por sua originalidade no preparo de diferentes combinações de ingredientes. O cardápio foge da concepção tradicional de hambúrgueres e fritas, utilizando pães artesanais, formatos criativos e inusitados. Oferece uma experiência diferenciada, edições limitadas, hambúrguer preparado com croissant e misturas inusitadas, como o Fucking Fries, que leva batata palito frita, coberta com Nutella, sorvete de creme e finalizado com leite ninho.","R. Dr. Flávio Zetola, 371",,,false,,"R. Dr. Flávio Zetola, 371, CEP 83030-680",41992564769,@_wolfsb,www.wolfsbr.com,,"Wi-Fi, Acessibilidade",,,,,,,,,,Wolf Grelhados Hamburguer
empreendimentos,,,Bares e Cafés,"É uma pequena padaria e confeitaria artesanal com foco em produtos feitos à mão. Oferece desde pães de fermentação natural até bolos, doces, salgadinhos e itens personalizados como mini-assados e bolos temáticos. Produtos feitos sem conservantes, atendimento simpático e ambiente agradável. Os produtos são bem acabados e cuidadosamente organizados na vitrine, proporcionando também uma experiência estética a quem passa por ali.","R. Paraiso, 484",Consultar,,false,,"R. Paraiso, 484, CEP 83070-165",41984303095,@zeppolipaesedoces,,,Acessibilidade,,,,,,,,,,Zeppolis Pães e Doces
empreendimentos,,,Compras e Produtos Locais,,,Consultar,,false,,,,,,,,,,,,,,,,,Item_Sem_Nome
empreendimentos,,,Compras e Produtos Locais,"O armazém é um quiosque que funciona como importante ponto de venda de produtos coloniais e artesanato local. Os vendedores são os próprios produtores que fazem rodízio entre si. Produtos coloniais, morangos congelados.","R. Quinze de Novembro, em frente ao No 2025",Consultar,,false,,"R. Quinze de Novembro, em frente ao No 2025, CEP 83005-000",41987880672,@quiosqueecosolsjp,,,,,,,,,,,,,Armazém do Produtor Quiosque
empreendimentos,Caminho do Vinho,,Compras e Produtos Locais,"Armazém de móveis rústicos, oferece móveis de qualidade em madeira maciça tais como sofás em madeira e couro, bancos, a clássica namoradeiras, mesa e banquetas em peroba, com detalhes em ladrilhos no estilo colonial. Está localizado próximo ao Caminho do Vinho e Colônia Murici.","R. Dr. Murici, 4155 Costeira",,,false,,"R. Dr. Murici, 4155 Costeira, CEP 83015-290",41995520664,@armazem.rustico,,,"Estacionamento, Acessibilidade",,,,,,,,,,Armazén Rústico Moveis
empreendimentos,,,Compras e Produtos Locais,"Especializada em serviços farmacêuticos, possui um singelo museu da arte farmacêutica composto por equipamentos e vidrarias antigas. Dispõe de serviço de entrega de medicamentos e oferece uma ampla variedade de produtos de beleza, cuidados dermatológicos e complementos de saúde.","MATRIZ R: Isabel a Redentora, 2076; R. Visc. do Rio Branco, 1945 FILIAL",Consultar,,false,,"MATRIZ R: Isabel a Redentora, 2076; R. Visc. do Rio Branco, 1945 FILIAL, CEP: 83005-010",41991694197,@artepharmaceutica,www.artepharmaceutica.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Arte Pharmacêutica
empreendimentos,,,Compras e Produtos Locais,"Loja tradicional especializada na venda de materiais e equipamentos para diversas modalidades esportivas, incluindo sobrevivencialismo. A loja oferece uma diversidade de produtos para a prática de camping, cutelaria, defesa pessoal, natação, pesca, arco e flecha, futebol, artes marciais, natação, tênis e tênis de mesa. Também comercializa medalhas e troféus.","Rua Dona Izabel A Redentora, 1901",Consultar,,false,,"Rua Dona Izabel A Redentora, 1901, CEP: 83005-010",41996983369,@loja_azdeespadas,www.azesportesecamping.com.br,,,,,,,,,,,,Az de Espadas Loja
empreendimentos,Destinos do Campo,,Compras e Produtos Locais,"Conhecida por sua coleção de plantas raras, como begônias, samambaias e cactos, além de flores sazonais como as flores de outubro, flores de maio e cacto orquídea, cada exemplar é cuidadosamente mantido. O zelo e a dedicação da florista transparecem na beleza exuberante das folhas e flores, tornando a Beja Flor uma boa parada para os amantes da natureza e da jardinagem.","Estrada do Gêre, 1540",,,false,,"Estrada do Gêre, 1540, CEP: 83091-010",41996266685,@beijaflorplantasraras; @IraciPereiraIrisPereira/videos,,,Estacionamento,,,,,,,,,,Beija Flor Plantas Nativas e Raras
empreendimentos,,,"Compras e Produtos Locais, Apoio ao Turista","Loja especializada na venda de bicicletas, peças e equipamentos para ciclistas tanto amadores quanto profissionais. Promove diversos cursos ligados à manutenção da bicicleta e à conduta do ciclista. Oferece circuitos para todas as modalidades, sejam ciclistas iniciante ou experiente. Não é necessário possuir uma bicicleta própria para participar dos circuitos, pois a loja oferece serviço de aluguel com uma variedade de modelos disponíveis.","R. Jorge Mansos do Nascimento Teixeira, 210",,,false,,"R. Jorge Mansos do Nascimento Teixeira, 210, CEP: 83005-500",4132836829,@bikeshoping,bikeshop.cgdw.com.br,,Acessibilidade,,,,,,,,,,Bike Shop Adventure
empreendimentos,,,Compras e Produtos Locais,"Criação artesanal de móveis rústicos utilizando madeiras que seriam descartadas em peças exclusivas, belas e duráveis. Móveis rústicos resinados refinados e elegantes.","Av. Rui Barbosa, 7735",Consultar,,false,,"Av. Rui Barbosa, 7735, CEP: 83005-340",41996326659,@bioarts.marcenaria,www.bioartsmarcenaria.com.br,,,,,"Cada móvel é cuidadosamente tratado com resina epóxi e depois lapidado, gerando peças únicas para cada cliente. O trabalho é artesanal e a venda é feita por encomenda através de plataformas online. A loja física está programada para 2025.",,,,,,,Bio Arts Marcenaria
empreendimentos,,,Compras e Produtos Locais,"A loja tem sua origem nas receitas centenárias da Vó Elza da cidade de Gaspar, Santa Catarina e estabelecidas em Curitiba desde 1998. A loja tem ótimas lembrancinhas tradicionais e também criativas na forma de biscoitos para quem passa pela cidade. Lembrancinhas para todas as idades; biscoitos para colorir e comer.","Rua Izabel A Redentora, 1434, Loja 128, Piso L1, Shopping São José",,,false,,"Rua Izabel A Redentora, 1434, Loja 128, Piso L1, Shopping São José, CEP 83005-010",4132161029,@bolachasvovoelza,lojabolachasvovoelza.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Bolachas Vovó Elza
